guid,Schweiz (codiert),Schweiz (uncodiert),Remarques,Bemerkungen,Osservazioni
271E5E2F-12EB-4F6A-BAE9-693EC584A278,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
4900865E-8BE0-464F-A299-976018E96036,3,gefährdet,"mauvaises herbes près cultures, prés secs","Ackerunkrautfluren, Trockenrasen","superfici di malerbe, prati secchi"
ADBE98D9-6CCD-4639-9DCF-316F6A80B09A,0,ausgestorben oder verschollen,sols des forêts de bouleaux,Bodenstreu von Birkenwäldern,fogliame sul terreno di boschi di betulla
0E8113B8-E347-445D-A416-0A77ECFD81DF,0,ausgestorben oder verschollen,rives sablonneuses de rivières,sandige Flussufer,rive sabbiose di fiumi
DD22F69F-EDA2-413D-BE8B-57EF0F967D00,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
A045E2E3-1AFD-4833-B2F4-D89CE675EEB9,1,vom Aussterben bedroht,"sable recouvert de végétation, sable mouvant","bewachsener Sand, Flugsand","sabbia con vegetazione, sabbie eoliche"
D4B11CCA-441B-4413-9E79-14C1B947CB85,4,potentiell gefährdet,"xérothermophile, coins chauds","xerothermophil, Wärmeinseln","xerotermofilo, ""isole"" calde"
62C6D0ED-237D-4AFF-9028-FA009D5455A7,2,stark gefährdet,"xérothermophile, gravier, sable","xerothermophil, Kies, Sand","xerotermofilo, ghiaia e sabbia"
DA9B4DF0-08A9-49FB-8C23-9A777632A8D3,4,potentiell gefährdet,endémique à l'étage nival,Endemit nivaler Stufe,endemita della fascia nivale
C044140F-AA88-4609-A7C6-3A2077E6E444,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
BF70590D-B074-47E4-894D-5941040115B9,4,potentiell gefährdet,"1 observation en 1982, en VS","ein Fund 1982, Wallis","un ritrovamento nel 1982, VS"
EEECD081-BA7D-4BF2-A065-4101E85D5758,0,ausgestorben oder verschollen,"autrefois, vallée de Davos",früher Davosertal,un tempo valle di Davos
85DAEC9D-DFE9-4DA2-B8BF-FEDD4AF6F1BA,2,stark gefährdet,"sable, xérophile","Sand, xerophil","sabbia, xerofilo"
EDE4E133-ADD9-410A-86D0-3F340F1DC4F3,1,vom Aussterben bedroht,régions sablonneuses,Sandgebiete,zone sabbiose
B7C85A12-C8FE-4FF2-A607-9A4DB0152472,3,gefährdet,rives sablonneuses avec végétation,bewachsene Sandufer,rive sabbiose con vegetazione
8D17D5F2-4209-49D3-9883-42D05D86659D,1,vom Aussterben bedroht,"autrefois GE, récemment 1 obs. à BS","früher GE, rezent ein Fund BS","un tempo GE, recentemente un ritrovamento BS"
A6D76872-99D3-450F-8C32-DED0EAEDC16D,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
098B4F8F-5D3D-4C30-9DE2-B2288ADA80C5,0,ausgestorben oder verschollen,"marais, roseaux, GE","Sumpf, Schilf, GE","paludi, canneti, GE"
82DBEC66-733E-43C4-A206-56552C45F602,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
BD3E16A6-F3C9-4242-8737-2A8DADA6567B,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
3E93FDA2-2E23-42D9-9E93-AFF88AD0DFE3,0,ausgestorben oder verschollen,autrefois TI,früher TI,un tempo TI
52C1D35B-A8BA-4F20-977A-CF0969FD756F,3,gefährdet,roselières,Schilfgebiete,canneti
F2CCB1B9-B8D1-4F25-ABD1-93935F5441E2,2,stark gefährdet,bordures roseaux d'eaux dormantes,Schilfsäume stehender Gewässer,bordi di specchi d'acqua con canneti
E31C9975-8E43-4663-B496-01DE397E1288,3,gefährdet,sols marécageux,anmoorige Böden,terreni con torba
AEA98DE9-FE62-4766-B097-48A13D733150,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
69D9BB2D-4045-4CB7-A7D8-1FD080927488,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
A1ECDCC9-85FD-4FE9-8B17-68142EC5427D,4,potentiell gefährdet,"espèce sur calcaire, hygrophile","Kalkart, hygrophil","specie calcifila, igrofila"
EC859A32-517B-47B3-AAF6-EBA627D7755D,4,potentiell gefährdet,rives bourbeuses ombragées,morastige Ufer mit Beschattung,rive melmose ombreggiate
989E9F89-C574-4FFE-8499-B55E20184A65,4,potentiell gefährdet,endémique au TI,"Endemit TI, Misox","endemita TI, Mesolcina"
35FB873B-1305-47D2-AC9A-BF1C59077A45,2,stark gefährdet,"pétasites, rives sablonneuses","Pestwurzfluren, Sandufer","Petasites, rive sabbiose"
9711CE5B-6145-4000-93C1-007DA0BBBD52,1,vom Aussterben bedroht,gravier de ruisseaux et de petits cours d'eau,Schotter von Bächen und kleinen Flüssen,ciottoli di ruscelli e piccoli fiumi
20DF87B7-4585-43BF-BFD1-C63D951C3502,1,vom Aussterben bedroht,larges rives sablonneuses de grandes rivières,breite Sandufer grosser Flüsse,larghe rive sabbiose di grandi fiumi
CAFC049A-437B-42C0-B98D-61F946BCCE1A,0,ausgestorben oder verschollen,disparu depuis plus de 100 ans,mehr als 100 Jahre verschollen,scomparso da più di 100 anni
CC18A79B-1AB2-440A-8951-E372D50EF037,4,potentiell gefährdet,gravier de ruisseaux et de petits cours d'eau,Schotter von Bächen und kleinen Flüssen,ciottoli di ruscelli e piccoli fiumi
64B658F8-3FA1-4826-BDD3-97A7B6E0EB0A,1,vom Aussterben bedroht,sols tourbeux secs,trockene Torfböden,terreni asciutti con torba
B2C8FB96-8D41-4912-972E-3E0B09E05EB1,4,potentiell gefährdet,"terre entreposée, observation sporadique","Erddeponien, sporadisches Auftreten","deponie di terra, presenze sporadiche"
CE538EB9-980F-4BDB-9D65-F84C6E08D65F,0,ausgestorben oder verschollen,rives des grandes rivières,Ufer grosser Flüsse,rive di grandi fiumi
0E2AC191-35DB-431C-A344-043C77D90265,3,gefährdet,sols argileux,Lehmböden,terreni argillosi
70C6581E-A825-46BF-93BC-B1E7C55DCDD4,1,vom Aussterben bedroht,rives oligotrophes des grandes rivières,oligotrophe Ufer grosser Flüsse,rive oligotrofiche di grandi fiumi
06F47F5F-CFC8-4493-85AC-3E12FCD914BF,3,gefährdet,prairies humides sur rives,feuchte Uferwiesen,prati umidi sulle rive
F839F020-1AE7-4D67-832B-5E3F30636956,2,stark gefährdet,bancs de sable et de gravier des rivières,Sand- und Kiesbänke an Flüssen,banchi di sabbia e di ghiaia sui fiumi
08445170-6865-4101-936C-3D6C4A9C7294,1,vom Aussterben bedroht,lieux humides,Feuchtgebiete,luoghi umidi
6B50C6C9-665B-4309-A187-FA00588AB6B8,4,potentiell gefährdet,végétation provoquant l'atterrissement,eutrophe Verlandungsvegetation,vegetazione eutrofica di interramento
B70BC952-A218-428E-B818-BC22E7F402ED,4,potentiell gefährdet,endémique,Endemit,endemita
F443A5D9-ABFE-40B0-A221-61146E8CCAD8,2,stark gefährdet,rives de grandes rivières,Ufer grosser Flüsse,rive di grandi fiumi
3857C340-26E6-41E3-80A8-7F129601F7B2,4,potentiell gefährdet,"gravières, sols boueux","Kiesgruben, schlammige Böden","cave di ghiaia, terreni fangosi"
DFA28F2D-6C19-4560-9BF1-D648B053B433,4,potentiell gefährdet,sols boueux,schlammige Böden,terreni fangosi
6F6AEDD7-4C2D-4D4A-890F-D681956A7DA5,1,vom Aussterben bedroht,larges rives sablonneuses des grandes rivières,breite Sandufer grosser Flüsse,larghe rive sabbiose di grandi fiumi
A5C1E230-42A2-4A70-9089-E0E22D0A6E8E,1,vom Aussterben bedroht,rives de sable fin le long des grandes rivières,feinsandige Ufer grosser Flüsse,rive con sabbia fine di grandi fiumi
5534BEB0-FA76-41B9-9B64-53574BDC7971,4,potentiell gefährdet,"sols boueux, manque en VS et au TI","schlammige Böden, fehlt VS, TI","terreni fangosi, manca VS, TI"
95115D23-B0EE-47B2-83EF-0AEC335888DF,0,ausgestorben oder verschollen,rives oligotrophes des grandes rivières,oligotrophe Ufer grosser Flüsse,rive oligotrofiche di grandi fiumi
87641DC4-AE63-4BDA-A970-5E327E3D92C3,0,ausgestorben oder verschollen,rives du lac Léman,Ufer Genfersee,rive del lago Lemano
31EF08C3-A1E2-4EC3-A194-BCCA4E324EED,4,potentiell gefährdet,endémique,Endemit,endemita
32EC5F85-6AF6-4903-A8E6-676EC19ACD2F,1,vom Aussterben bedroht,"rives boueuses, restes glaciaires","schlammige Ufer, Glazialrelikt","rive fangose, relitto dell'era glaciale"
5083708D-9D0B-46B2-8042-A06D693FAC9F,4,potentiell gefährdet,endémique,Endemit,endemita
447B71FD-F9F2-40DE-80AA-52189F09D380,3,gefährdet,lieux à flore rudérale,Ruderalstellen,luoghi ruderali
D8BBCB6F-8C38-43A5-956B-E6528ECDEDBF,1,vom Aussterben bedroht,élément de la faune méditerranéenne,mediterranes Faunenelement,elemento faunistico mediterraneo
E2CEFF94-8B19-47BD-9751-913B1CB60FD4,2,stark gefährdet,"prairies naturelles, xérophiles","naturnahe Wiesen, xerophil","prati vicini allo stato naturale, xerofilo"
2343FEA7-9531-4A5B-AB21-551BF78F6982,2,stark gefährdet,vit dans les hauts-marais,"tyrphobiont, Hochmoore","tirfobionte, torbiere alte"
B8EAD148-7788-43E9-8003-98F3EE1DC37D,4,potentiell gefährdet,sols sablonneux et graveleux,Sand- und Schotterboden,terreni sabbiosi e con ciottoli
0E06C7DB-4A0E-4F85-8798-7B06667D6E37,0,ausgestorben oder verschollen,"disparu depuis 100 ans, autrefois GE","ca.100 Jahre verschollen, früher GE","scomparso da ca. 100 anni, un tempo GE"
FDB4AC38-51A3-4E40-93BB-40DA63781C39,1,vom Aussterben bedroht,"une observation, près de l 'Allondon GE","ein Fundort, Allondon GE","un ritrovamento, Allondon GE"
85B29AA5-29EF-490C-8625-B7E7A46B1995,4,potentiell gefährdet,"calcaire, endémique au Sottoceneri","Kalk, Endemit Sottoceneri","su calcare, endemita Sottoceneri"
2AF578F7-8A2C-4195-8D52-4DF185A71E21,3,gefährdet,"cultures, prés secs","Äcker, Trockenrasen","campi, prati secchi"
592BDB8B-C0FE-4ED2-AF74-877B7E206353,2,stark gefährdet,"observation sporadique, forêts chaudes","sporadisches Auftreten, warme Wälder","presenze sporadiche, boschi caldi"
4FF4023A-B472-4FB3-BD15-1D0038F52003,2,stark gefährdet,"observation sporadique, forêts chaudes","sporadisches Auftreten, warme Wälder","presenze sporadiche, boschi caldi"
A84024CD-973C-4B25-9C10-6C3A59DD48AF,3,gefährdet,manque au TI,fehlt TI,manca nel TI
591F0DA6-9369-4953-8CB5-4C6789747031,3,gefährdet,"petites populations, régions frontalières","kleine Vorkommen, Grenzgebiet","piccole popolazioni, limite dell'area di diffusione"
100DE015-57F6-4CB2-A5DF-5E0085913E51,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
42B7B88C-9E2E-4597-B796-0E7EE983D1B8,3,gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
1C86CD2B-7407-4DC7-9E0A-AD21CBA6A50F,3,gefährdet,"prés séchards, zones d'extraction","Halbtrockenrasen, Abbaugebiete","prati semi-secchi, zone di estrazione"
3878661C-4668-4A83-83BB-3339678A3A92,1,vom Aussterben bedroht,sommets calcaires du TI,Kalkgipfel TI,cime calcaree TI
794703E4-4ADE-40D2-AD75-75AF02A16677,4,potentiell gefährdet,forêts riveraines en montagne,montane Auen,zone alluvionali di montagna
9AE4DBC9-9408-4C6A-8E05-07B39BEEB7F1,4,potentiell gefährdet,endémique au Sottoceneri,Endemit Sottoceneri,endemita Sottoceneri
4CC6ADE7-BC90-414F-AA93-28CB96339A4A,0,ausgestorben oder verschollen,disparu depuis plus de 100 ans,mehr als 100 Jahre verschollen,scomparso da più di 100 anni
90BC22F8-1831-44A7-8AF1-E6ECA12D2F19,0,ausgestorben oder verschollen,lieux humides,Feuchtgebiete,zone umide
0601F257-FEB7-4696-8DA1-B60F8A891467,2,stark gefährdet,bordures de roseaux des eaux dormantes,Schilfsäume stehender Gewässer,bordi di specchi d'acqua con canneti
045BD872-57A0-4B9A-8576-D8B3EE891111,1,vom Aussterben bedroht,"lits asséchés de rivières, sud du TI","trockene Flussbette, Südtessin","greti asciutti dei fiumi, Ticino meridionale"
26E239BA-176F-44CC-BCF0-DCBC0BF3F85F,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
94151C61-4E08-4582-8040-FCEC961888AD,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
23C39953-DDF5-4443-811C-673B647E1A1F,0,ausgestorben oder verschollen,"sur sable, autrefois Domleschg GR","auf Sand, früher Domleschg GR","sulla sabbia, un tempo Domleschg GR"
01B29F25-30CA-4496-A5F0-2E9183176515,2,stark gefährdet,"prés secs, garides","Trockenrasen, Felsensteppe","prati secchi, steppe rocciose"
2584834E-C894-4D9D-969E-86CF48B0FD54,0,ausgestorben oder verschollen,prés secs,Trockenrasen,prati secchi
1A0462A1-3653-46B6-B3E3-72E7C07BD07F,3,gefährdet,"eaux eutrophes, riches en roseaux","eutrophe,schilfreiche Gewässer",acque eutrofiche con molti canneti
516536CC-4E7E-4094-8F78-0F7A94F51DD7,4,potentiell gefährdet,sporadiquement,sporadisch,sporadico
5CF26AD6-54C3-478D-AC73-51A596CDF22C,0,ausgestorben oder verschollen,autrefois canton de BE,früher Kt. BE,un tempo canton BE
3047959A-AECA-4AD7-BCFC-D6CF2914CE37,1,vom Aussterben bedroht,écorce de vieux pins isolés,Rinde von freistehenden alten Kiefern,corteccia di vecchi pini isolati
5B196F8B-7AC6-4227-9382-258F3B2FED09,3,gefährdet,"pâturages extensifs, vergers","extensiv beweidetes Kulturland, Obstgärten","terreni agricoli pascolati estensivamente, frutteti"
70796C0D-BCF2-4B16-ABD8-4C6055FE6531,4,potentiell gefährdet,endémique,Endemit,endemita
362F9E76-52A1-4E79-9DAD-2F8F771B8640,1,vom Aussterben bedroht,"rives sablonneuses, argileuses, petites pop.","lehmige, sandige Ufer, kleine Vorkommen","rive sabbiose, argillose, piccole popolazioni"
5A7E6715-B499-4855-ADCA-F10BAAD6D0CA,3,gefährdet,rives et sols argileux,"Lehmufer, Lehmboden",rive e terreni argillosi
43A3D9F1-A365-4110-9C42-469031B800EE,3,gefährdet,rives et sols argileux,"Lehmufer, Lehmboden",rive e terreni argillosi
A42B87F8-4054-4EA6-9EE3-80B94729E378,1,vom Aussterben bedroht,"sols sablonneux, Genève,","Sandboden, Genf, Relikt","terreni sabbiosi, relitto, Ginevra"
F3209452-3EA6-4866-B428-2F14985ECF30,4,potentiell gefährdet,"rives sablonneuses, graveleuses, argileuses","sandig, kiesig, lehmige Ufer","rive sabbiose, ghiaiose, argillose"
EC587550-7748-4FA5-A3F2-33E348246FA7,1,vom Aussterben bedroht,"rives sablonneuses, graveleuses, argileuses","sandig, kiesig, lehmige Ufer","rive sabbiose, ghiaiose, argillose"
4F24E077-6603-42F1-BAB9-5C9C93250E4B,2,stark gefährdet,"rives argileuses, sablonneuses","lehmige, sandige Ufer","rive argillose, sabbiose"
EF57DCD6-281B-4FAC-B264-5ED411C5DD14,2,stark gefährdet,rives graveleuses de grandes rivières,Kiesufer grosser Flüsse,rive ghiaiose di grandi fiumi
E19A04E6-CF1D-447B-9A91-7FB565638967,2,stark gefährdet,"rives des grandes rivières, manque au TI et en VS","Ufer grosser Flüsse, fehlt TI, VS","rive di grandi fiumi, manca TI, VS"
06AD3580-FF7B-4694-88C3-362DF308DA85,2,stark gefährdet,rives sablonneuses couvertes de mousse,bemooste Sandufer,rive sabbiose con muschio
544B9F26-91E3-4FB7-8365-D465A90D049C,2,stark gefährdet,rives boueuses,schlammige Ufer,rive fangose
B0004424-0AE3-4C66-95EA-7E24A1BC54BC,1,vom Aussterben bedroht,"rives sabl. couv. mousse, lieux humides subalpins","bemooste Sandufer, subalpine Feuchtgebiete","rive sabbiose con muschio, zone umide subalpine"
77D733A9-50C7-40C4-8B5E-E9BE79775188,4,potentiell gefährdet,1 seule observation en VS,nur ein Fundort im Wallis,un solo ritrovamento in Vallese
59FC8682-7EB3-43CF-8BE1-A0B8B1C89F64,4,potentiell gefährdet,lieux xérothermophiles,xerotherme Stellen,luoghi xerotermici
FE636EE0-848C-49BC-AAA2-5B7FA8844751,0,ausgestorben oder verschollen,animal xérophile,xerophiles Sandtier,"xerofilo, vive nella sabbia"
A25458EA-9BD1-4062-A419-474AC88880CE,4,potentiell gefährdet,animal xérophile,xerophiles Sandtier,"xerofilo, vive nella sabbia"
50415D87-2052-42DD-92FE-86B814C19736,3,gefährdet,espèce xérophile des sables,xerophile Sandart,"xerofilo, vive nella sabbia"
C96F920B-BCE0-4C37-8D68-76E47A8EBB2C,0,ausgestorben oder verschollen,"avant 1900, Suisse nord-est",vor 1900 Nordostschweiz,prima del 1900 Svizzera nordorientale
D39A01A8-1FC8-4AB7-9DBC-4DE20A06BB77,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
A6F88E37-6BC8-488E-814B-3A64C22E87CA,4,potentiell gefährdet,espèce xérophile des sables,xerophile Sandart,"xerofilo, vive nella sabbia"
7AB67EA8-A883-4761-9421-5BD34B1AAE49,0,ausgestorben oder verschollen,espèce xérophile sur calcaire ou sables,xerophile Kalk- oder Sandart,"xerofilo, vive nella sabbia o su calcare"
BCA1F5F8-D3A0-43F7-B697-03AA8E11C881,3,gefährdet,"lieux à flore rudérale, xérophile","Ruderalstellen, xerophil","luoghi ruderali, xerofilo"
E2C348D4-DAE1-4ADC-8512-917DAF75E67D,1,vom Aussterben bedroht,steppe xérophile sur calcaire,xerotherme Kalksteppe,steppe calcaree xerotermiche
1D02DDEB-8F09-461A-9DFF-E53AF601AC13,4,potentiell gefährdet,régions marginales,Randgebiet,limite dell'area di distribuzione
48013274-48B1-493C-809B-A8DC3C1FD3B2,4,potentiell gefährdet,"calcaire, endémique au Sottoceneri","Kalk, Endemit Sottoceneri","su calcare, endemita Sottoceneri"
82CF0689-4213-434E-974B-D2B6DA13076C,2,stark gefährdet,dans les vieilles caves,in alten Kellern,nelle vecchie cantine
45AEB798-6602-4A2C-B9B1-C3C6CA0CBAF6,3,gefährdet,lisières de cordons forestiers,Saumwaldränder,margini di bosco
76C37C4A-0DA8-4DFB-822C-B397A2852904,2,stark gefährdet,"xérophile, sur buissons","xerotherm, auf Gebüsch","specie xerotermica, su cespugli"
C308EDE0-97DA-4056-B551-153F7D4B4C8F,4,potentiell gefährdet,"xérophile, sur Ulmus minor","xerotherm, auf Ulmus minor","specie xerotermica, su Ulmus minor"
A83433A0-9129-4CB5-ABAC-81BF1363759A,1,vom Aussterben bedroht,"autrefois SO de la CH, 1 observation récente en VS","früher SW- CH, 1 rezenter Fund VS","un tempo CH sudoccidentale, 1 ritrovamento recente VS"
69B8299D-D668-4859-8B0C-AFDD245B4E61,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
81C5F6EB-4752-4594-A12C-33C2A340F0AC,3,gefährdet,murs de pierres sèches,Trockenmauern,muri a secco
A057D990-375B-46F3-BA17-DA961DE0284C,1,vom Aussterben bedroht,"marais, manque au TI","Moore, fehlt TI","torbiere, manca nel TI"
50F85EFC-9316-4712-BAD6-7CE5DF84B8C1,1,vom Aussterben bedroht,"lieux à flore rudérale, extrêmement xérophiles","extrem xerophil, Ruderalstellen","estremamente xerofilo, luoghi ruderali"
92F8EFEA-00B0-4A39-9471-D2EB3FF79848,1,vom Aussterben bedroht,reste glaciaire,Glazialrelikt,relitto dell'era glaciale
06BE55C9-7272-4821-868A-9B227DBE89B6,4,potentiell gefährdet,prés maigres du Nord de la CH,Magerrasen Nordschweiz,prati magri Svizzera settentrionale
A6F6A0CB-0847-45FC-B937-F318F31B24FC,2,stark gefährdet,endémique localement,Lokalendemit,specie stenoendemica
3C2AAED7-862C-49EE-B47B-6C5FECF7775C,1,vom Aussterben bedroht,rives du lac de Constance,Bodenseeufer,rive del lago di Costanza
20B72451-9750-40EA-9409-0402AC4B24C0,2,stark gefährdet,rives des rivières du Sottoceneri,Bachufer Sottoceneri,rive di ruscelli Sottoceneri
12D8A476-1B14-4B27-B295-8156A729FD5A,2,stark gefährdet,espèce adventice d'origine atlantique,Adventivart atlant. Herkunft,specie avventizia di origine atlantica
19979592-EFF3-47E4-B0FE-2A6F8192AD07,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
7A5776DF-65A1-45C7-9B3B-F6D5A2AFC8FA,2,stark gefährdet,lieux calcaires graveleux,kiesige Kalkstellen,luoghi calcarei con ghiaia
1AFC07D6-F2E9-4FE7-9819-63BDA3A9309E,3,gefährdet,litière des forêts alluviales,Bodenstreu von Auenwäldern,fogliame sul terreno dei boschi alluvionali
D582BEBB-7EFE-4AC4-A08B-B8CCDB25B8CD,1,vom Aussterben bedroht,"rives sablonneuses, argileuses","sandige, lehmige Ufer","rive sabbiose, argillose"
086A547C-EB12-4D41-B91C-D629464B92C0,3,gefährdet,"eaux eutrophes, avec roseaux","eutrophe, schilfreiche Gewässer",acque eutrofiche ricche di canneti
976A600D-132D-4AC1-928F-81A5E9961F83,2,stark gefährdet,"espèce calcaire, bordure des chemins","Kalkart, Wegränder","specie che vive su calcare, bordi di sentieri"
820122FA-78BD-4FC9-9589-563E56060FB8,2,stark gefährdet,"rives sablonneuses, argileuses","sandige, lehmige Ufer","rive sabbiose, argillose"
25712994-755F-407F-AC8E-7C1D575B4D94,0,ausgestorben oder verschollen,"avant 1900, GE",vor 1900 GE,prima del 1900 GE
D1290059-25C4-41E6-BB7C-729874F59B25,2,stark gefährdet,peu abondant,kleine Bestände,piccole popolazioni
E13913B0-3767-4413-A40B-9D8DF613E847,2,stark gefährdet,peu abondant,kleine Bestände,piccole popolazioni
023B1AA0-9C0F-4B4A-895B-D876B1B1B444,2,stark gefährdet,"sols calcaires, xérophiles",xerotherme Kalkböden,terreni calcarei xerotermici
9E8A1968-3A38-43E4-988B-F66368F97873,3,gefährdet,prés secs ensoleillés,sonnenexponierte Trockenrasen,prati secchi soleggiati
41E6F55E-AA75-4C4C-8A98-0D44A51188E0,4,potentiell gefährdet,rives de rivières et de lacs avec graviers,kiesige Ufer an Seen und Flüssen,rive ghiaiose di laghi e fiumi
3FD068A1-5577-472B-903F-15AF9ED64DFE,3,gefährdet,"écorces de platane, manque au TI","Rinde von Platane, fehlt TI","corteccia di Platano, manca nel TI"
945AAA7E-D93F-4BDE-A8DF-C8F01E440335,1,vom Aussterben bedroht,"forêts alluviales, TI, VD","Auenwälder, TI, VD","boschi alluvionali, TI, VD"
698CB9A5-F589-4161-9132-E4C2D4DF2C1E,4,potentiell gefährdet,"territoires marginaux, endémique","Randgebiet, Endemit","al margine dell'areale di distribuzione, endemita"
462E57C7-0D25-46E3-A1D9-E8E6382C8E16,1,vom Aussterben bedroht,"lieux à flore rudérale, extrêmement xérophiles","extrem xerotherme, ruderale Standorte",luoghi ruderali estremamente xerotermici
4C5C6265-C9AB-4ED7-A140-82B80F232589,0,ausgestorben oder verschollen,disparu depuis 1900,seit 1900 verschollen,scomparso dal 1900
285734C9-738A-4F37-A189-3C441378D851,0,ausgestorben oder verschollen,forêts alluviales,Auenwald,boschi alluvionali
64B717C3-A752-45E4-9B78-D1945E517804,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
3BB5B463-0ED0-4E07-AE93-01C40FF05A1B,1,vom Aussterben bedroht,rives bourbeuses de lacs,"morastige Seeufer Bodensee, TI","rive melmose di laghi; lago di Costanza, TI"
4F599F83-3E79-4C86-9E2F-5188912EB67A,4,potentiell gefährdet,"endémique, limite de distribution territoriale","Endemit, Randgebiet","endemita, al margine dell'areale di distribuzione"
CE6A99EC-DDE8-4869-AFA2-54B5F2290525,4,potentiell gefährdet,limite de la distribution territoriale,Randgebiet der Verbreitung,al margine dell'areale di distribuzione
0C242248-44D1-4ACF-BC0B-036BCCC2ECF0,4,potentiell gefährdet,"endémique, limite territoriale","Endemit, Randgebiet","endemita, limite dell'area di distribuzione"
AF378115-2772-4D26-8BEF-BA6990D6CB18,1,vom Aussterben bedroht,"habitent dans la terre, cultures","Erdbewohner, Äcker","specie del terreno, campi"
52E54E33-5313-4C29-828E-8BF98D4B98F2,1,vom Aussterben bedroht,"emplacements de feux, sols de scories","Brandstellen, Schlackenböden","aree bruciate, terreni con scorie"
6080FC53-C3FF-4BA0-BDA4-AC6372624520,4,potentiell gefährdet,"galets humides; Gondo, TI","Feuchte Schotter Gondo, TI","ciottoli umidi; Gondo, TI"
54E12474-2319-44F9-AB15-C68C7A76DC6E,0,ausgestorben oder verschollen,dans vieilles caves,in alten Kellern,vecchie cantine
6BE6EAFA-BA81-40ED-BA82-C7BF3AA5AAB2,0,ausgestorben oder verschollen,"avant 1900 GE, VD et VS","vor 1900 GE, VD und VS","prima del 1900 GE, VD e VS"
A6CD1D7E-B565-4A73-91A2-B3896055759C,0,ausgestorben oder verschollen,avant 1900 VD,vor 1900 VD,prima del 1900 VD
BD3F33F1-FC05-4E8C-83B0-BA0F041F837A,1,vom Aussterben bedroht,"BE dernière observation 1959, GE: 1924","BE letzer Fund 1959, GE 1924","BE ultimo ritrovamento 1959, GE 1924"
5EC553F7-FF1D-4B52-8EC8-60BDA3AA8C68,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
D7DFB173-D458-4252-B873-384225B042F6,4,potentiell gefährdet,rare et peu abondant,wenige und kleine Vorkommen,poche piccole popolazioni
92A59B84-5537-4539-BEDC-556A27C84780,1,vom Aussterben bedroht,"un sommet Sottoceneri, endémique","ein Gipfel Sottoceneri, Endemit","una cima Sottoceneri, endemita"
9F588876-783B-4A35-B360-EA76B34DF8D2,4,potentiell gefährdet,endémique,Endemit,endemita
AF6677EA-FEC7-4D9F-90DC-54EF860B7DF3,4,potentiell gefährdet,endémique,Endemit,endemita
88118751-54CB-4D81-8229-F4E247E2A079,2,stark gefährdet,"sols moussus, manque au TI","anmoorige Böden, fehlt TI","terreni con torba, manca nel TI"
95C7B5E9-1EA8-491B-BBB3-A27101251A7B,4,potentiell gefährdet,"reste glaciaire, endémique",endemisches Glazialrelikt,relitto glaciale endemico
C162A256-411B-4DBC-8D74-F3B102F52AD0,4,potentiell gefährdet,"reste glaciaire, endémique",endemisches Glazialrelikt,relitto glaciale endemico
58A30CF6-7E20-44BC-80EA-035A4AB2189B,4,potentiell gefährdet,"endémique, cavités dans le Jura","Endemit, Höhlen im Jura","endemita, grotte del Giura"
735620BD-5809-479E-B749-2997B0EEB1DC,2,stark gefährdet,eaux dormantes à fond vaseux,schlammige stehende Gewässer,acque paludose
2FEB4FBA-DDE3-49B2-977C-FC6C5846AE46,3,gefährdet,eaux courantes,langsam fliessende Gewässer,acque a scorrimento lento
E91320D6-9BCF-44BD-A819-8054F4D4BFDD,3,gefährdet,eaux calmes et herbeuses,Kiesgruben,cave di ghiaia
2B0BAD3F-A095-4E2C-8C07-E234E9976200,3,gefährdet,"gravières, fossés","Kiesgruben, Wiesengräben","cave di ghiaia, fossati di prati"
CB855D20-9A6B-49A3-A695-4E8EF413CFAD,2,stark gefährdet,ruisseaux avec végétation abondante,vegetationsreiche Bäche,ruscelli ricchi di vegetazione
F0D2A62F-47E6-4818-BD01-6E1094316CAF,3,gefährdet,mares ombragées,schattige Tümpel,stagni ombreggiati
